email,nazov_obce,okres,url_obce
"obec@stankovany.sk","Stankovany","Ružomberok","https://www.taxinearme.sk/obec/stankovany"
"stankovce@minet.sk","Stankovce","Trebišov","https://www.taxinearme.sk/obec/stankovce"
"info@starabasta.sk","Starabasta","","https://www.taxinearme.sk/obec/starabasta"
"starabystrica@starabystrica.sk","Starabystrica","","https://www.taxinearme.sk/obec/starabystrica"
"info@starahalic.sk","Starahalic","","https://www.taxinearme.sk/obec/starahalic"
"starosta@obecstarahuta.sk","Starahuta","","https://www.taxinearme.sk/obec/starahuta"
"obec@starakremnicka.sk","Starakremnicka","","https://www.taxinearme.sk/obec/starakremnicka"
"obec@staralehota.sk","Staralehota","","https://www.taxinearme.sk/obec/staralehota"
"sekretariat@staralesna.sk","Staralesna","","https://www.taxinearme.sk/obec/staralesna"
"mesto@staralubovna.sk","Staralubovna","","https://www.taxinearme.sk/obec/staralubovna"
"obec@staramyjava.sk","Staramyjava","","https://www.taxinearme.sk/obec/staramyjava"
"msu@staratura.sk","Staratura","","https://www.taxinearme.sk/obec/staratura"
"obec.staravoda@gmail.com","Staravoda","","https://www.taxinearme.sk/obec/staravoda"
"info@obecstare.sk","Stare","","https://www.taxinearme.sk/obec/stare"
"starosta@starehory.sk","Starehory","","https://www.taxinearme.sk/obec/starehory"
"starosta@starina.sk","Starina","Stará Ľubovňa","https://www.taxinearme.sk/obec/starina"
"staryhradok@dolnepohronie.sk","Staryhradok","","https://www.taxinearme.sk/obec/staryhradok"
"info@starytekov.sk","Starytekov","","https://www.taxinearme.sk/obec/starytekov"
"starosta@staskov.sk","Staskov","","https://www.taxinearme.sk/obec/staskov"
"obecstaskovce@gmail.com","Staskiovce","","https://www.taxinearme.sk/obec/staskiovce"
"obec@stebnickahuta.sk","Stebnickahuta","","https://www.taxinearme.sk/obec/stebnickahuta"
"stebnik@stebnik.sk","Stebnik","","https://www.taxinearme.sk/obec/stebnik"
"stozok@stozok.sk","Stozok","","https://www.taxinearme.sk/obec/stozok"
"obecstranany@slnet.sk","Stranany","","https://www.taxinearme.sk/obec/stranany"
"stranavy@stranavy.sk","Stranavy","","https://www.taxinearme.sk/obec/stranavy"
"obec@stranepodtatrami.sk","Stranepodtatrami","","https://www.taxinearme.sk/obec/stranepodtatrami"
"obecstranska@centrum.sk","Stranska","","https://www.taxinearme.sk/obec/stranska"
"podatelna@stranske.sk","Stranske","","https://www.taxinearme.sk/obec/stranske"
"obec.stratena46@gmail.com","Stratena","","https://www.taxinearme.sk/obec/stratena"
"oustraza@gmail.com","Straza","","https://www.taxinearme.sk/obec/straza"
"ocustrazne@post.sk","Strazne","","https://www.taxinearme.sk/obec/strazne"
"strazske@strazske.sk","Strazske","","https://www.taxinearme.sk/obec/strazske"
"obec@strecno.sk","Strecno","","https://www.taxinearme.sk/obec/strecno"
"info@stredanadbodrogom.sk","Stredanadbodrogom","","https://www.taxinearme.sk/obec/stredanadbodrogom"
"stredneplachtince.obec@gmail.com","Stredne plachtince","","https://www.taxinearme.sk/obec/stredne-plachtince"
"ocu@strekov.sk","Strekov","Nové Zámky","https://www.taxinearme.sk/obec/strekov"
"strelniky@strelniky.sk","Strelniky","","https://www.taxinearme.sk/obec/strelniky"
"starosta@stretava.sk","Stretava","Michalovce","https://www.taxinearme.sk/obec/stretava"
"stretavka@minet.sk","Stretavka","Michalovce","https://www.taxinearme.sk/obec/stretavka"
"obecnyurad@obecstrezenice.sk","Strezenice","","https://www.taxinearme.sk/obec/strezenice"
"obecstrihovce@lekosonline.sk","Strihovce","Snina","https://www.taxinearme.sk/obec/strihovce"
"strocin@pobox.sk","Strocin","","https://www.taxinearme.sk/obec/strocin"
"mesto@stropkov.sk","Stropkov","Stropkov","https://www.taxinearme.sk/obec/stropkov"
"obec.studena@azet.sk","Studena","","https://www.taxinearme.sk/obec/studena"
"obecstudenec@gmail.com","Studenec","Levoča","https://www.taxinearme.sk/obec/studenec"
"sekretariat.obecstudienka@gmail.com","Studienka","Malacky","https://www.taxinearme.sk/obec/studienka"
"ou.stulany@zoznam.sk","Stulany","","https://www.taxinearme.sk/obec/stulany"
"primator@stupava.sk","Stupava","Malacky","https://www.taxinearme.sk/obec/stupava"
"obec.stupne@obecstupne.sk","Stupne","","https://www.taxinearme.sk/obec/stupne"
"ocu@sucany.sk","Sucany","","https://www.taxinearme.sk/obec/sucany"
"starosta@sudince.sk","Sudince","Krupina","https://www.taxinearme.sk/obec/sudince"
"obecsudovce@zoznam.sk","Sudovce","","https://www.taxinearme.sk/obec/sudovce"
"obecsdolina@gmail.com","Sucha dolina","","https://www.taxinearme.sk/obec/sucha-dolina"
"obec@suchahora.eu","Suchahora","","https://www.taxinearme.sk/obec/suchahora"
"starosta@suchanadparnou.sk","Suchanadparnou","","https://www.taxinearme.sk/obec/suchanadparnou"
"obec.suchan@inmail.sk","Suchan","","https://www.taxinearme.sk/obec/suchan"
"suche@minet.sk","Suche","","https://www.taxinearme.sk/obec/suche"
"info@suchebrezovo.sk","Suchebrezovo","","https://www.taxinearme.sk/obec/suchebrezovo"
"suchohrad@suchohrad.sk","Suchohrad","Malacky","https://www.taxinearme.sk/obec/suchohrad"
"obec.sukov@gmail.com","Sukov","Medzilaborce","https://www.taxinearme.sk/obec/sukov"
"obecsulin@livenet.sk","Sulin","","https://www.taxinearme.sk/obec/sulin"
"urad@sulov-hradna.sk","Sulovhradna","","https://www.taxinearme.sk/obec/sulovhradna"
"obecsulovce@mail.t-com.sk","Sulovce","","https://www.taxinearme.sk/obec/sulovce"
"osusany@post.sk","Susany","","https://www.taxinearme.sk/obec/susany"
"info@obecsutor.sk","Sutor","","https://www.taxinearme.sk/obec/sutor"
"obec.svatamaria@gmail.com","Svatamaria","","https://www.taxinearme.sk/obec/svatamaria"
"info@svatoplukovo.eu","Svatoplukovo","","https://www.taxinearme.sk/obec/svatoplukovo"
"starostasvatus@centrum.sk","Svatus","","https://www.taxinearme.sk/obec/svatus"
"obecsvatuse@gmail.com","Svatuse","","https://www.taxinearme.sk/obec/svatuse"
"ocu@svatyanton.sk","Svatyanton","","https://www.taxinearme.sk/obec/svatyanton"
"msu@svatyjur.sk","Svatyjur","","https://www.taxinearme.sk/obec/svatyjur"
"ousvatykriz@alconet.sk","Svatykriz","","https://www.taxinearme.sk/obec/svatykriz"
"starosta@svatypeter.eu","Svatypeter","","https://www.taxinearme.sk/obec/svatypeter"
"urad@svedernik.info","Svedernik","","https://www.taxinearme.sk/obec/svedernik"
"obecsverepec@petranet.sk","Sverepec","Považská Bystrica","https://www.taxinearme.sk/obec/sverepec"
"sverzov@sverzov.sk","Sverzov","","https://www.taxinearme.sk/obec/sverzov"
"ousvetlice@gmail.com","Svetlice","Medzilaborce","https://www.taxinearme.sk/obec/svetlice"
"obec.svidnicka@centrum.sk","Svidnicka","","https://www.taxinearme.sk/obec/svidnicka"
"primatorka@svidnik.sk","Svidnik","","https://www.taxinearme.sk/obec/svidnik"
"obecsvinia@obecsvinia.sk","Svinia","Prešov","https://www.taxinearme.sk/obec/svinia"
"podatelna@obecsvinica.sk","Svinica","Košice-okolie","https://www.taxinearme.sk/obec/svinica"
"stav.urad@kralovskychlmec.sk","Svinice","Trebišov","https://www.taxinearme.sk/obec/svinice"
"ocusvinna@slovanet.sk","Svinna","","https://www.taxinearme.sk/obec/svinna"
"msu@svit.sk","Svit","Poprad","https://www.taxinearme.sk/obec/svit"
"kontakt@svodin.sk","Svodin","","https://www.taxinearme.sk/obec/svodin"
"ou@svrbice.sk","Svrbice","Topoľčany","https://www.taxinearme.sk/obec/svrbice"
"obec@svrcinovec.sk","Svrcinovec","","https://www.taxinearme.sk/obec/svrcinovec"
"sahy@sahy.sk","Sahy","","https://www.taxinearme.sk/obec/sahy"
"info@sajdikovehumence.sk","Sajdikovehumence","","https://www.taxinearme.sk/obec/sajdikovehumence"
"primator@sala.sk","Sala","","https://www.taxinearme.sk/obec/sala"
"obecnyurad@salgocka.sk","Salgocka","","https://www.taxinearme.sk/obec/salgocka"
"ousalgovce@wircom.sk","Salgovce","","https://www.taxinearme.sk/obec/salgovce"
"info@salov.sk","Salov","","https://www.taxinearme.sk/obec/salov"
"sambron@slnet.sk","Sambron","","https://www.taxinearme.sk/obec/sambron"
"info@samorin.sk","Samorin","","https://www.taxinearme.sk/obec/samorin"
"samudovce@wmx.sk","Samudovce","","https://www.taxinearme.sk/obec/samudovce"
"obecsandal@gmail.com","Sandal","","https://www.taxinearme.sk/obec/sandal"
"skasko.stanislav@post.sk","Sarbov","","https://www.taxinearme.sk/obec/sarbov"
"sarisskaporuba@sarisskaporuba.sk","Sarisskaporuba","","https://www.taxinearme.sk/obec/sarisskaporuba"
"obecstrstena@gmail.com","Sarisskatrstena","","https://www.taxinearme.sk/obec/sarisskatrstena"
"info@sarisskebohdanovce.sk","Sarisskebohdanovce","","https://www.taxinearme.sk/obec/sarisskebohdanovce"
"buvalicandrej@gmail.com","Sarisskecierne","","https://www.taxinearme.sk/obec/sarisskecierne"
"ocu@sardravce.sk","Sarisskedravce","","https://www.taxinearme.sk/obec/sarisskedravce"
"obecsarjastrabie@slnet.sk","Sarisskejastrabie","","https://www.taxinearme.sk/obec/sarisskejastrabie"
"obec@sarisskemichalany.sk","Sarisskemichalany","","https://www.taxinearme.sk/obec/sarisskemichalany"
"info@sarisskesokolovce.sk","Sarisskesokolovce","","https://www.taxinearme.sk/obec/sarisskesokolovce"
"obecsarisskystiavnik@zoznam.sk","Sarisskystiavnik","","https://www.taxinearme.sk/obec/sarisskystiavnik"
"ocu@obecsarkan.sk","Sarkan","","https://www.taxinearme.sk/obec/sarkan"
"sarovce@sarovce.sk","Sarovce","","https://www.taxinearme.sk/obec/sarovce"
"podatelna@obecsasova.sk","Sasova","","https://www.taxinearme.sk/obec/sasova"
"radovan.prstek@mestosastinstraze.sk","Sastinstraze","","https://www.taxinearme.sk/obec/sastinstraze"
"ocu.savol@gmail.com","Savol","","https://www.taxinearme.sk/obec/savol"
"administrativa@selpice.eu","Selpice","","https://www.taxinearme.sk/obec/selpice"
"semetkovce@azet.sk","Semetkovce","","https://www.taxinearme.sk/obec/semetkovce"
"info@semsa.sk","Semsa","","https://www.taxinearme.sk/obec/semsa"
"sekretariat@senkvice.eu","Senkvice","","https://www.taxinearme.sk/obec/senkvice"
"ocusiat.buk@gmail.com","Siatorskabukovinka","","https://www.taxinearme.sk/obec/siatorskabukovinka"
"obecsiba@wmx.sk","Siba","","https://www.taxinearme.sk/obec/siba"
"obecsid@hotmail.com","Sid","","https://www.taxinearme.sk/obec/sid"
"info@obecsimonovce.sk","Simonovce","","https://www.taxinearme.sk/obec/simonovce"
"obec@sindliar.sk","Sindliar","","https://www.taxinearme.sk/obec/sindliar"
"obec@sintava.sk","Sintava","","https://www.taxinearme.sk/obec/sintava"
"obecsipkov@gmail.com","Sipkov","","https://www.taxinearme.sk/obec/sipkov"
"starosta@sipkove.sk","Sipkove","","https://www.taxinearme.sk/obec/sipkove"
"sirakov.obec@gmail.com","Sirakov","","https://www.taxinearme.sk/obec/sirakov"
"info@sirkovce.sk","Sirkovce","","https://www.taxinearme.sk/obec/sirkovce"
"obec@siroke.sk","Siroke","","https://www.taxinearme.sk/obec/siroke"
"obec@sisov.sk","Sisov","","https://www.taxinearme.sk/obec/sisov"
"obecsivetice@centrum.sk","Sivetice","","https://www.taxinearme.sk/obec/sivetice"
"ou.obecsmigovec@gmail.com","Smigovec","","https://www.taxinearme.sk/obec/smigovec"
"starosta@soltyska.sk","Soltyska","","https://www.taxinearme.sk/obec/soltyska"
"podatelna@soporna.sk","Soporna","","https://www.taxinearme.sk/obec/soporna"
"starosta@spacince.sk","Spacince","","https://www.taxinearme.sk/obec/spacince"
"obec@spaniadolina.sk","Spaniadolina","","https://www.taxinearme.sk/obec/spaniadolina"
"obec.spaniepole@gmail.com","Spaniepole","","https://www.taxinearme.sk/obec/spaniepole"
"obec.srobarova@gmail.com","Srobarova","","https://www.taxinearme.sk/obec/srobarova"
"obec@stefanovobec.sk","Stefanov","","https://www.taxinearme.sk/obec/stefanov"
"obecstefanov@oravanet.sk","Stefanovnadorvou","","https://www.taxinearme.sk/obec/stefanovnadorvou"
"oustefanova@slovanet.sk","Stefanova","","https://www.taxinearme.sk/obec/stefanova"
"stefanovce.po@gmail.com","Stefanovce","","https://www.taxinearme.sk/obec/stefanovce"
"obec.stefanovce@gmail.com","Stefanovce vranov","","https://www.taxinearme.sk/obec/stefanovce-vranov"
"obec@stefanovicova.sk","Stefanovicova","","https://www.taxinearme.sk/obec/stefanovicova"
"obec@stefurov.sk","Stefurov","","https://www.taxinearme.sk/obec/stefurov"
"obecnyurad@sterusy.sk","Sterusy","","https://www.taxinearme.sk/obec/sterusy"
"obec@stiavnickebane.com","Stiavnickebane","","https://www.taxinearme.sk/obec/stiavnickebane"
"stiavnicka@stiavnicka.sk","Stiavnicka","","https://www.taxinearme.sk/obec/stiavnicka"
"ocu@stiavnik.sk","Stiavnik","","https://www.taxinearme.sk/obec/stiavnik"
"oustitare@nevernet.sk","Stitare","","https://www.taxinearme.sk/obec/stitare"
"obecnyurad@obecstitnik.sk","Stitnik","","https://www.taxinearme.sk/obec/stitnik"
"info@stola.sk","Stola","","https://www.taxinearme.sk/obec/stola"
"stos1@post.sk","Stos","","https://www.taxinearme.sk/obec/stos"
"strba@strba.sk","Strba","","https://www.taxinearme.sk/obec/strba"
"obecstrkovec@gmail.com","Strkovec","","https://www.taxinearme.sk/obec/strkovec"
"primator@sturovo.sk","Sturovo","","https://www.taxinearme.sk/obec/sturovo"
"obec@stvrtok.com","Stvrtok","","https://www.taxinearme.sk/obec/stvrtok"
"ziadosti@ocustvrtok.sk","Stvrtoknaostrove","","https://www.taxinearme.sk/obec/stvrtoknaostrove"
"obecsuja@centrum.sk","Suja","","https://www.taxinearme.sk/obec/suja"
"obec.sula@azet.sk","Sula","","https://www.taxinearme.sk/obec/sula"
"obecnyurad@sumiac.sk","Sumiac","","https://www.taxinearme.sk/obec/sumiac"
"kancelaria@sunava.sk","Sunava","","https://www.taxinearme.sk/obec/sunava"
"msu@surany.sk","Surany","","https://www.taxinearme.sk/obec/surany"
"obec@surianky.sk","Surianky","","https://www.taxinearme.sk/obec/surianky"
"obecsurice@zoznam.sk","Surice","","https://www.taxinearme.sk/obec/surice"
"starostka@surovce.sk","Sturovce","","https://www.taxinearme.sk/obec/sturovce"
"obec@sutovce.sk","Sutovce","","https://www.taxinearme.sk/obec/sutovce"
"ocusutovo@stonline.sk","Sutovo","","https://www.taxinearme.sk/obec/sutovo"
"obec.svabovce@gmail.com","Svabovce","","https://www.taxinearme.sk/obec/svabovce"
"obec@svedlar.sk","Svedlar","","https://www.taxinearme.sk/obec/svedlar"
"obec@svosov.sk","Svosov","","https://www.taxinearme.sk/obec/svosov"
"obectachty@post.sk","Tachty","Rimavská Sobota","https://www.taxinearme.sk/obec/tachty"
"ou-tajna@slovanet.sk","Tajna","","https://www.taxinearme.sk/obec/tajna"
"obectajov@obectajov.sk","Tajov","Banská Bystrica","https://www.taxinearme.sk/obec/tajov"
"ou@obectapesovo.sk","Tapesovo","","https://www.taxinearme.sk/obec/tapesovo"
"ou@tarnov.sk","Tarnov","Bardejov","https://www.taxinearme.sk/obec/tarnov"
"ocutasula@centrum.sk","Tasula","","https://www.taxinearme.sk/obec/tasula"
"obecnyurad@tjavorina.eu","Tatranskajavorina","","https://www.taxinearme.sk/obec/tatranskajavorina"
"obectehla@obectehla.sk","Tehla","Levice","https://www.taxinearme.sk/obec/tehla"
"obectekoldany@zoznam.sk","Tekoldany","","https://www.taxinearme.sk/obec/tekoldany"
"info@tekovskabreznica.sk","Tekovskabreznica","","https://www.taxinearme.sk/obec/tekovskabreznica"
"info@tekovskeluzany.sk","Tekovskeluzany","","https://www.taxinearme.sk/obec/tekovskeluzany"
"podatelna@tekovske-nemce.sk","Tekovskenemce","","https://www.taxinearme.sk/obec/tekovskenemce"
"info@obec-tekovskyhradok.sk","Tekovskyhradok","","https://www.taxinearme.sk/obec/tekovskyhradok"
"info@obectelgart.sk","Telgart","","https://www.taxinearme.sk/obec/telgart"
"obec@telince.sk","Telince","Nitra","https://www.taxinearme.sk/obec/telince"
"obec.temes@centrum.sk","Temes","","https://www.taxinearme.sk/obec/temes"
"teplicka@teplicka.sk","Teplicka","","https://www.taxinearme.sk/obec/teplicka"
"obec@teplickanadvahom.sk","Teplickanadvahom","","https://www.taxinearme.sk/obec/teplickanadvahom"
"podatelna@teplicky.sk","Teplicky","","https://www.taxinearme.sk/obec/teplicky"
"outv@rsnet.sk","Teplyvrch","","https://www.taxinearme.sk/obec/teplyvrch"
"obecterany@obecterany.sk","Terany","Krupina","https://www.taxinearme.sk/obec/terany"
"terchova@terchova.sk","Terchova","","https://www.taxinearme.sk/obec/terchova"
"obec@teriakovce.sk","Teriakovce","Prešov","https://www.taxinearme.sk/obec/teriakovce"
"obec@terna.sk","Terna","","https://www.taxinearme.sk/obec/terna"
"tesare@tesare.sk","Tesare","","https://www.taxinearme.sk/obec/tesare"
"zlatnanska@tesarskemlynany.sk","Tesarskemlynany","","https://www.taxinearme.sk/obec/tesarskemlynany"
"tesedikovo@tesedikovo.sk","Tesedikovo","","https://www.taxinearme.sk/obec/tesedikovo"
"ocu.tibava@lekosonline.sk","Tibava","Sobrance","https://www.taxinearme.sk/obec/tibava"
"obectp@gmail.com","Tichy potok","","https://www.taxinearme.sk/obec/tichy-potok"
"ocutimo@gmail.com","Timoradza","Bánovce nad Bebravou","https://www.taxinearme.sk/obec/timoradza"
"obec.tisinec@tisinec.sk","Tisinec","Stropkov","https://www.taxinearme.sk/obec/tisinec"
"info@tisovec.com","Tisovec","Rimavská Sobota","https://www.taxinearme.sk/obec/tisovec"
"primator@mestotlmace.sk","Tlmace","","https://www.taxinearme.sk/obec/tlmace"
"obec@tocnica.sk","Tocnica","","https://www.taxinearme.sk/obec/tocnica"
"obectokajik@post.sk","Tokajik","","https://www.taxinearme.sk/obec/tokajik"
"obec@tomasikovo.sk","Tomasikovo","","https://www.taxinearme.sk/obec/tomasikovo"
"obec@tomasov.sk","Tomasov","","https://www.taxinearme.sk/obec/tomasov"
"obec@tomasovce.sk","Tomasovcelc","","https://www.taxinearme.sk/obec/tomasovcelc"
"ou.tomasovce@gmail.com","Tomasovce","","https://www.taxinearme.sk/obec/tomasovce"
"obecton@swanmail.sk","Ton","","https://www.taxinearme.sk/obec/ton"
"obectopola@gmail.com","Topola","","https://www.taxinearme.sk/obec/topola"
"topolcany@topolcany.sk","Topolcany","","https://www.taxinearme.sk/obec/topolcany"
"obectopolcianky@topolcianky.sk","Topolcianky","","https://www.taxinearme.sk/obec/topolcianky"
"topolnica@topolnica.sk","Topolnica","","https://www.taxinearme.sk/obec/topolnica"
"web@topolniky.sk","Topolniky","","https://www.taxinearme.sk/obec/topolniky"
"topolovka@wmx.sk","Topolovka","","https://www.taxinearme.sk/obec/topolovka"
"outoporec@slnet.sk","Toporec","Kežmarok","https://www.taxinearme.sk/obec/toporec"
"info@mestotornala.sk","Tornala","","https://www.taxinearme.sk/obec/tornala"
"starosta@obectorysa.sk","Torysa","Sabinov","https://www.taxinearme.sk/obec/torysa"
"obectorysky@gmail.com","Torysky","Levoča","https://www.taxinearme.sk/obec/torysky"
"obec@tovarne.sk","Tovarne","","https://www.taxinearme.sk/obec/tovarne"
"info@tovarnianskapolianka.sk","Tovarnianskapolianka","","https://www.taxinearme.sk/obec/tovarnianskapolianka"
"tovarniky@tovarniky.eu","Tovarniky","","https://www.taxinearme.sk/obec/tovarniky"
"obec@trakovice.sk","Trakovice","Hlohovec","https://www.taxinearme.sk/obec/trakovice"
"obec.travnica@gmail.com","Travnica","","https://www.taxinearme.sk/obec/travnica"
"obecnyurad.travnik@gmail.com","Travnik","","https://www.taxinearme.sk/obec/travnik"
"starosta@trebatice.sk","Trebatice","Piešťany","https://www.taxinearme.sk/obec/trebatice"
"info@trebejov.sk","Trebejov","Košice-okolie","https://www.taxinearme.sk/obec/trebejov"
"obectrebelovce@dkn.sk","Trebelovce","","https://www.taxinearme.sk/obec/trebelovce"
"trebichava@trebichava.sk","Trebichava","Bánovce nad Bebravou","https://www.taxinearme.sk/obec/trebichava"
"trebisov@trebisov.sk","Trebisov","","https://www.taxinearme.sk/obec/trebisov"
"trebostovo@trebostovo.sk","Trebostovo","Martin","https://www.taxinearme.sk/obec/trebostovo"
"obec@trebusovce.sk","Trebusovce","","https://www.taxinearme.sk/obec/trebusovce"
"trenc@lucenec.net","Trenc","","https://www.taxinearme.sk/obec/trenc"
"obecnyurad@trencianskatepla.sk","Trencianskatepla","","https://www.taxinearme.sk/obec/trencianskatepla"
"starosta@trencianskaturna.sk","Trencianskaturna","","https://www.taxinearme.sk/obec/trencianskaturna"
"obec@trencianskebohuslavice.sk","Trencianskebohuslavice","","https://www.taxinearme.sk/obec/trencianskebohuslavice"
"trencianskejastrabie@trencianskejastrabie.sk","Trencianskejastrabie","","https://www.taxinearme.sk/obec/trencianskejastrabie"
"info@trencianskemitice.sk","Trencianskemitice","","https://www.taxinearme.sk/obec/trencianskemitice"
"starosta@trencianskestankovce.sk","Trencianskestankovce","","https://www.taxinearme.sk/obec/trencianskestankovce"
"podatelna@teplice.sk","Trenciansketeplice","","https://www.taxinearme.sk/obec/trenciansketeplice"
"trencin@trencin.sk","Trencin","","https://www.taxinearme.sk/obec/trencin"
"ocutrhovahradska@real-net.sk","Trhovahradska","","https://www.taxinearme.sk/obec/trhovahradska"
"info@obectrhoviste.sk","Trhoviste","","https://www.taxinearme.sk/obec/trhoviste"
"info@trnava.sk","Trnava","Trnava","https://www.taxinearme.sk/obec/trnava"
"info@trnavahora.sk","Trnavahora","","https://www.taxinearme.sk/obec/trnavahora"
"ocu@trnavaprilaborci.sk","Trnavaprilaborci","","https://www.taxinearme.sk/obec/trnavaprilaborci"
"sekretariat@obectrnavka.eu","Trnavka trebisov","","https://www.taxinearme.sk/obec/trnavka-trebisov"
"info@obectrnavka.sk","Trnavka","","https://www.taxinearme.sk/obec/trnavka"
"info@trnie.sk","Trnie","","https://www.taxinearme.sk/obec/trnie"
"ocu.trnkov@gmail.com","Trnkov","Prešov","https://www.taxinearme.sk/obec/trnkov"
"obec.trnovec.starosta@gmail.com","Trnovec","Skalica","https://www.taxinearme.sk/obec/trnovec"
"obec@trnovecnadvahom.sk","Trnovecnadvahom","","https://www.taxinearme.sk/obec/trnovecnadvahom"
"obec@trnovo.sk","Trnovo","Martin","https://www.taxinearme.sk/obec/trnovo"
"obectrocany@gmail.com","Trocany","","https://www.taxinearme.sk/obec/trocany"
"obectrpin@centrum.sk","Trpin","","https://www.taxinearme.sk/obec/trpin"
"obectrstany@gmail.com","Trstany","","https://www.taxinearme.sk/obec/trstany"
"msu@trstena.sk","Trstena","","https://www.taxinearme.sk/obec/trstena"
"obec@trstenanaostrove.sk","Trstenanaostrove","","https://www.taxinearme.sk/obec/trstenanaostrove"
"obec@trstene.sk","Trstene","","https://www.taxinearme.sk/obec/trstene"
"info@trsteneprihornade.sk","Trsteneprihornade","","https://www.taxinearme.sk/obec/trsteneprihornade"
"obec@trstice.sk","Trstice","Galanta","https://www.taxinearme.sk/obec/trstice"
"starosta@trstin.sk","Trstin","","https://www.taxinearme.sk/obec/trstin"
"obecnyurad@tuhar.sk","Tuhar","","https://www.taxinearme.sk/obec/tuhar"
"info@obectuhrina.sk","Tuhrina","Prešov","https://www.taxinearme.sk/obec/tuhrina"
"ocutuchyna@slovanet.sk","Tuchyna","","https://www.taxinearme.sk/obec/tuchyna"
"obec@tulcik.sk","Tulcik","","https://www.taxinearme.sk/obec/tulcik"
"obec.tupa.sek@gmail.com","Tupa","","https://www.taxinearme.sk/obec/tupa"
"info@obectura.sk","Tura","","https://www.taxinearme.sk/obec/tura"
"turany@turany.sk","Turany","Martin","https://www.taxinearme.sk/obec/turany"
"obecturanyno@gmail.com","Turanynadondavou","","https://www.taxinearme.sk/obec/turanynadondavou"
"outurcovce@gmail.com","Turcovce","Humenné","https://www.taxinearme.sk/obec/turcovce"
"obecturcek@gmail.com","Turcek","","https://www.taxinearme.sk/obec/turcek"
"turcianky@gmail.com","Turcianky","","https://www.taxinearme.sk/obec/turcianky"
"starosta@tstiavnicka.sk","Turcianskastiavnicka","","https://www.taxinearme.sk/obec/turcianskastiavnicka"
"obecjaseno@gaya.sk","Turcianskejaseno","","https://www.taxinearme.sk/obec/turcianskejaseno"
"obec@turcianskeklacany.sk","Turcianskeklacany","","https://www.taxinearme.sk/obec/turcianskeklacany"
"info@turciansketeplice.sk","Turciansketeplice","","https://www.taxinearme.sk/obec/turciansketeplice"
"obecturcianskydur@centrum.sk","Turcianskydur","","https://www.taxinearme.sk/obec/turcianskydur"
"ocu.turc.peter@gaya.sk","Turcianskypeter","","https://www.taxinearme.sk/obec/turcianskypeter"
"info@obec-turcok.sk","Turcok","","https://www.taxinearme.sk/obec/turcok"
"starosta@obecturecka.sk","Turecka","","https://www.taxinearme.sk/obec/turecka"
"obec@obecturen.sk","Turen","","https://www.taxinearme.sk/obec/turen"
"obecturie@rajec.net","Turie","Žilina","https://www.taxinearme.sk/obec/turie"
"turik@centrum.sk","Turik","","https://www.taxinearme.sk/obec/turik"
"turna@turnanadbodvou.sk","Turnanadbodvou","","https://www.taxinearme.sk/obec/turnanadbodvou"
"turnianskanovaves@centrum.sk","Turnianskanovaves","","https://www.taxinearme.sk/obec/turnianskanovaves"
"info@turova.sk","Turova","","https://www.taxinearme.sk/obec/turova"
"msu@turzovka.sk","Turzovka","Čadca","https://www.taxinearme.sk/obec/turzovka"
"ocutusice@obectusice.sk","Tusice","","https://www.taxinearme.sk/obec/tusice"
"starosta@tusickanovaves.sk","Tusickanovaves","","https://www.taxinearme.sk/obec/tusickanovaves"
"obec@tuzina.sk","Tuzina","","https://www.taxinearme.sk/obec/tuzina"
"obectvarozna@ocu.sk","Tvarozna","","https://www.taxinearme.sk/obec/tvarozna"
"obectvrdomestice42@gmail.com","Tvrdomestice","Topoľčany","https://www.taxinearme.sk/obec/tvrdomestice"
"tvrdosin@tvrdosin.sk","Tvrdosin","","https://www.taxinearme.sk/obec/tvrdosin"
"starosta@tvrdosovce.sk","Tvrdosovce","","https://www.taxinearme.sk/obec/tvrdosovce"
"obecubla@lekosonline.sk","Ubla","","https://www.taxinearme.sk/obec/ubla"
"obecubrez@minet.sk","Ubrez","","https://www.taxinearme.sk/obec/ubrez"
"obec@udavske.sk","Udavske","","https://www.taxinearme.sk/obec/udavske"
"obecudica@zoznam.sk","Udica","","https://www.taxinearme.sk/obec/udica"
"obecudol@obecudol.sk","Udol","","https://www.taxinearme.sk/obec/udol"
"info@obecuhliska.sk","Uhliska","","https://www.taxinearme.sk/obec/uhliska"
"obec@uhorna.sk","Uhorna","","https://www.taxinearme.sk/obec/uhorna"
"obecuhorskaves@alconet.sk","Uhorskaves","","https://www.taxinearme.sk/obec/uhorskaves"
"obec.uhorske@ma-net.sk","Uhorske","","https://www.taxinearme.sk/obec/uhorske"
"obec@uhrovec.sk","Uhrovec","Bánovce nad Bebravou","https://www.taxinearme.sk/obec/uhrovec"
"podatelna@ulanynadzitavou.sk","Ulanynadzitavou","","https://www.taxinearme.sk/obec/ulanynadzitavou"
"ulic@obeculic.sk","Ulic","","https://www.taxinearme.sk/obec/ulic"
"obec.ulickrive@makoba.sk","Ulicskekrive","","https://www.taxinearme.sk/obec/ulicskekrive"
"uloza@uloza.sk","Uloza","","https://www.taxinearme.sk/obec/uloza"
"obec.unatin@gmail.com","Unatin","","https://www.taxinearme.sk/obec/unatin"
"obec@unin.sk","Unin","","https://www.taxinearme.sk/obec/unin"
